text,label
Feliz Dia Internacional da Mulher para todas as profissionais da empresa!,IMPRODUTIVO
Parabéns pela comunicação interna eficiente que mantém todos informados!,IMPRODUTIVO
Que você tenha temporada abençoada,IMPRODUTIVO
Atualização sobre resolução de lentidão no sistema crítico,PRODUTIVO
Agradeço imensamente pela dedicação durante consultoria,IMPRODUTIVO
Votos de paz neste Páscoa especial,IMPRODUTIVO
Que satisfação ver desenvolvimento de talentos internos!,IMPRODUTIVO
Parabéns pela inovação constante que mantém empresa competitiva!,IMPRODUTIVO
Dashboard não carrega dados de pico de acesso,PRODUTIVO
Preciso acompanhar andamento de implementação de feature iniciado em semana passada,PRODUTIVO
Que vocês tenham período maravilhoso,IMPRODUTIVO
Muito grato pela suporte realizada com cortesia,IMPRODUTIVO
Integração com FTP não está funcionando,PRODUTIVO
Parabéns pela {inovacao} implementada,IMPRODUTIVO
Congratulações pelo homenagem recebido,IMPRODUTIVO
Preciso de acesso ao área administrativa para configurar integrações,PRODUTIVO
Prioridade alta: {cliente_importante} reporta {problema_grave},PRODUTIVO
URGENTE: erro de sincronização impedindo {processo_critico},PRODUTIVO
Gratidão pela atenção e agilidade demonstrados,IMPRODUTIVO
Votos de harmonia neste feriado especial,IMPRODUTIVO
Que fim de semana seja de muitas {coisas_positivas},IMPRODUTIVO
Que este Dia das Mães seja de muita {qualidade_vida},IMPRODUTIVO
Parabéns pelo modernização da time,IMPRODUTIVO
Boas fim de semana para você e sua família,IMPRODUTIVO
Desejo a todos um semana repleto de alegria,IMPRODUTIVO
Que sua {jornada} seja repleta de {beneficios},IMPRODUTIVO
Felicitações pela resultado em qualidade,IMPRODUTIVO
Que orgulho ver a empresa apoiando causas sociais importantes na comunidade!,IMPRODUTIVO
Agradeço imensamente pela atenção durante implementação,IMPRODUTIVO
Que este Dia das Mães seja repleto de alegria,IMPRODUTIVO
Votos de felicidade e dedicação sempre,IMPRODUTIVO
Que satisfação ver os valores da empresa sendo vivenciados na prática!,IMPRODUTIVO
Desejo prosperidade em todas suas projetos,IMPRODUTIVO
Prioridade alta: {cliente_importante} reporta {problema_grave},PRODUTIVO
Crítico: perda de dados em e-commerce necessita {acao_imediata},PRODUTIVO
Desejo muito alegria em seus projetos,IMPRODUTIVO
Tenha uma mês repleta de paz,IMPRODUTIVO
Atualização sobre resolução de erro de sincronização crítico,PRODUTIVO
Dashboard não carrega dados de final de semana,PRODUTIVO
Sistema dashboard apresentando erro 404 desde segunda-feira,PRODUTIVO
Muito obrigado pelo eficiência na processo de migração,IMPRODUTIVO
Felicitações pelo {reconhecimento} merecido,IMPRODUTIVO
Feliz Dia da Criatividade! Inovação nasce de mentes abertas!,IMPRODUTIVO
Parabéns pela {inovacao} implementada,IMPRODUTIVO
Preciso de acesso ao banco de dados para treinar equipe,PRODUTIVO
Que sua período seja especial e produtiva,IMPRODUTIVO
Crítico: perda de dados em ERP necessita {acao_imediata},PRODUTIVO
Boas mês para você e sua família,IMPRODUTIVO
Que alegria ver programas de bem-estar promovendo saúde mental!,IMPRODUTIVO
Solicitação de aumento de limite em área administrativa,PRODUTIVO
Felicitações pela projeto em tecnologia,IMPRODUTIVO
Felicito a todos pela {conquista_coletiva},IMPRODUTIVO
Preciso de orientação para migração de dados no aplicativo mobile,PRODUTIVO
Feliz Dia da Colaboração! União faz força em todos projetos!,IMPRODUTIVO
URGENTE: lentidão no sistema impedindo {processo_critico},PRODUTIVO
Desejo muito prosperidade em seus projetos,IMPRODUTIVO
"Backup automático falhando com erro ""acesso negado""",PRODUTIVO
Felicito a todos pela {conquista_coletiva},IMPRODUTIVO
"Não consigo acessar módulo de vendas - aparece mensagem ""acesso negado""",PRODUTIVO
Como implementar assinatura eletrônica em documentos PDF gerados?,PRODUTIVO
Muito obrigado pelo profissionalismo na processo de migração,IMPRODUTIVO
Desejo evento de confraternização alegre para fortalecer vínculos!,IMPRODUTIVO
Que vocês tenham período maravilhoso,IMPRODUTIVO
Integração com sistema de ponto não considera escalas de trabalho flexíveis.,PRODUTIVO
Que sua {jornada} seja repleta de {beneficios},IMPRODUTIVO
Que este feriado seja repleto de harmonia,IMPRODUTIVO
Status da migração de {dados} agendada para madrugada,PRODUTIVO
Como configurar busca avançada no sistema financeiro?,PRODUTIVO
Bloqueador: {funcionalidade_essencial} não funciona,PRODUTIVO
Módulo de manutenção não agenda preventivas automaticamente.,PRODUTIVO
Qual o status da solicitação protocolo #12345?,PRODUTIVO
Preciso de orientação para correção de bug no CRM,PRODUTIVO
Gratidão pela dedicação e comprometimento demonstrados,IMPRODUTIVO
Que este Ano Novo seja de muita {qualidade_vida},IMPRODUTIVO
Que semana seja de muitas {coisas_positivas},IMPRODUTIVO
Tenha uma temporada repleta de prosperidade,IMPRODUTIVO
Acompanhamento do chamado #98765 aberto em 15/01,PRODUTIVO
Tenha uma fim de semana repleta de prosperidade,IMPRODUTIVO
Dashboard não carrega dados de final de semana,PRODUTIVO
Feliz Dia da Sustentabilidade! Planeta agradece nossa consciência!,IMPRODUTIVO
Falha na sincronização do ERP durante pico de acesso,PRODUTIVO
Congratulações pelo {crescimento} da empresa,IMPRODUTIVO
Previsão para conclusão de lançamento do produto em andamento,PRODUTIVO
Crítico: perda de dados em aplicativo mobile necessita {acao_imediata},PRODUTIVO
Quando será implementada a correção do bug na autenticação?,PRODUTIVO
Não consigo acessar o módulo financeiro - diz que não tenho permissão.,PRODUTIVO
Muito grato pela estabilidade financeira que garante tranquilidade!,IMPRODUTIVO
Boas mês para você e sua família,IMPRODUTIVO
Solicitação de instalação de {software} para configurar integrações,PRODUTIVO
Como configurar filtros no plataforma?,PRODUTIVO
Tenha uma temporada repleta de paz,IMPRODUTIVO
Agradeço imensamente pela paciência durante atendimento,IMPRODUTIVO
Como implementar observabilidade completa com traces distribuídos?,PRODUTIVO
Prioridade alta: {cliente_importante} reporta {problema_grave},PRODUTIVO
Preciso de orientação para migração de dados no API,PRODUTIVO
Preciso de acesso ao módulo financeiro para configurar integrações,PRODUTIVO
Que vocês tenham mês maravilhoso,IMPRODUTIVO
Urgente: deadline em hoje cedo e {impedimento} bloqueia entrega,PRODUTIVO
Parabéns pelo lançamento da time,IMPRODUTIVO
Em que etapa está {solicitacao} enviada há manhã?,PRODUTIVO
Aproveitem o fim de semana para {atividade_positiva},IMPRODUTIVO
Gratidão pela atenção e transparência demonstrados,IMPRODUTIVO
Acompanhamento do chamado #98765 aberto em 15/01,PRODUTIVO
Prioridade alta: {cliente_importante} reporta {problema_grave},PRODUTIVO
Previsão para conclusão de lançamento do produto em andamento,PRODUTIVO
Que alegria ver programas de integração acolhendo novos talentos!,IMPRODUTIVO
Timeout na migração após manhã de processamento,PRODUTIVO
Preciso exportar dados de madrugada do API,PRODUTIVO
Agradeço pela dedicação demonstrada em implementação,IMPRODUTIVO
Felicitações pela conquista em inovação,IMPRODUTIVO
Aproveitem o semana para {atividade_positiva},IMPRODUTIVO
Obrigado por sempre nos atender com profissionalismo,IMPRODUTIVO
Integração com webhook não está funcionando,PRODUTIVO
Desejo um Dia das Mães abençoado e abençoado,IMPRODUTIVO
Que você tenha fim de semana abençoada,IMPRODUTIVO
Problema de sincronização entre SAP e API externa,PRODUTIVO
Desejo a todos um período repleto de harmonia,IMPRODUTIVO
Erro SQL_ERROR ao tentar gerar relatório no dashboard,PRODUTIVO
Agradeço imensamente pela atenção durante onboarding,IMPRODUTIVO
Preciso acompanhar andamento de implementação de feature iniciado em 15/01,PRODUTIVO
Muito obrigado pelo excelente atendimento na processo de migração,IMPRODUTIVO
Que este Páscoa seja repleto de felicidade,IMPRODUTIVO
Preciso exportar dados de madrugada do dashboard,PRODUTIVO
Atualização sobre resolução de erro de sincronização crítico,PRODUTIVO
Crítico: {falha_seguranca} detectada em {sistema_producao},PRODUTIVO
Prioridade alta: {cliente_importante} reporta {problema_grave},PRODUTIVO
Solicitação de instalação de {software} para configurar integrações,PRODUTIVO
Erro CODE 403 ao tentar gerar relatório no API,PRODUTIVO
Obrigado por sempre nos atender com dedicação,IMPRODUTIVO
Como configurar monitoramento proativo de performance e disponibilidade?,PRODUTIVO
Urgente: deadline em manhã e {impedimento} bloqueia entrega,PRODUTIVO
Feliz Dia da Qualidade! Excelência é nosso padrão sempre!,IMPRODUTIVO
Integração com API REST não está funcionando,PRODUTIVO
Que inspiração ver liderança inspiradora motivando equipes!,IMPRODUTIVO
Qual o status da solicitação protocolo #12345?,PRODUTIVO
Parabéns pela gestão eficiente que otimiza recursos disponíveis!,IMPRODUTIVO
Meu reconhecimento pelo suporte excepcional,IMPRODUTIVO
Celebrando junto com vocês o {marco},IMPRODUTIVO
Parabéns pela visão humanizada que coloca pessoas no centro!,IMPRODUTIVO
Feliz feriado para toda a equipe!,IMPRODUTIVO
Previsão para conclusão de auditoria em andamento,PRODUTIVO
Desejo a todos um mês repleto de felicidade,IMPRODUTIVO
Database connection timeout durante processo de sincronização noturna.,PRODUTIVO
Desejo a todos um fim de semana repleto de paz,IMPRODUTIVO
Solicitação de aumento de limite em área administrativa,PRODUTIVO
Falha na sincronização do aplicativo mobile durante madrugada,PRODUTIVO
Quando teremos retorno sobre {questao} reportada?,PRODUTIVO
Timeout na exportação após segunda-feira de processamento,PRODUTIVO
Felicito a todos pela {conquista_coletiva},IMPRODUTIVO
Preciso exportar dados de final de semana do ERP,PRODUTIVO
Acompanhamento do chamado #54321 aberto em início do mês,PRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
Agradeço imensamente pela paciência durante consultoria,IMPRODUTIVO
Que sua temporada seja produtivo e produtiva,IMPRODUTIVO
Parabéns pelo crescimento da equipe,IMPRODUTIVO
Que sua mês seja maravilhoso e produtiva,IMPRODUTIVO
"Não consigo acessar painel administrativo - aparece mensagem ""dados inválidos""",PRODUTIVO
Meu reconhecimento pelo consultoria excepcional,IMPRODUTIVO
Congratulações pelo {crescimento} da empresa,IMPRODUTIVO
Votos de prosperidade e cortesia sempre,IMPRODUTIVO
Felicitações pela resultado em qualidade,IMPRODUTIVO
Votos de paz neste feriado especial,IMPRODUTIVO
Sucesso e paz em tudo que fizer,IMPRODUTIVO
Reconheço e agradeço a dedicação da equipe,IMPRODUTIVO
Quando será implementada a correção do lentidão no sistema?,PRODUTIVO
Preciso de acesso ao área administrativa para treinar equipe,PRODUTIVO
Emergencial: {processo_negocio} parado por {motivo_tecnico},PRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
Desejo muito felicidade em seus projetos,IMPRODUTIVO
Sucesso e paz em tudo que fizer,IMPRODUTIVO
Agradeço pela paciência demonstrada em processo de migração,IMPRODUTIVO
Celebrando junto com vocês o {marco},IMPRODUTIVO
Preciso acompanhar andamento de correção de bug iniciado em início do mês,PRODUTIVO
Obrigado por sempre nos atender com atenção,IMPRODUTIVO
Integração com plataforma de BI não exporta KPIs automaticamente.,PRODUTIVO
Quando teremos retorno sobre {questao} reportada?,PRODUTIVO
Feliz Natal para toda a equipe!,IMPRODUTIVO
Qual o status da solicitação protocolo #54321?,PRODUTIVO
Preciso acompanhar andamento de implementação de feature iniciado em segunda-feira,PRODUTIVO
Performance muito lenta no busca avançada desde esta semana,PRODUTIVO
Preciso exportar dados de madrugada do CRM,PRODUTIVO
Emergencial: {processo_negocio} parado por {motivo_tecnico},PRODUTIVO
"Backup automático falhando com erro ""acesso negado""",PRODUTIVO
Felicitações pelo {reconhecimento} merecido,IMPRODUTIVO
Timeout na importação após esta semana de processamento,PRODUTIVO
Módulo financeiro não está calculando juros de mora automaticamente.,PRODUTIVO
Urgente: deadline em 2 horas e {impedimento} bloqueia entrega,PRODUTIVO
Emergencial: {processo_negocio} parado por {motivo_tecnico},PRODUTIVO
Desejo a todos um período repleto de paz,IMPRODUTIVO
Parabéns pela {inovacao} implementada,IMPRODUTIVO
Que período seja de muitas {coisas_positivas},IMPRODUTIVO
Que mês seja de muitas {coisas_positivas},IMPRODUTIVO
Sistema de ponto eletrônico não registra entrada/saída de funcionários remotos.,PRODUTIVO
Que sua fim de semana seja produtivo e produtiva,IMPRODUTIVO
Que sua semana seja maravilhoso e produtiva,IMPRODUTIVO
Muito obrigado pelo dedicação na treinamento,IMPRODUTIVO
Preciso exportar dados de pico de acesso do sistema financeiro,PRODUTIVO
Votos de harmonia neste Páscoa especial,IMPRODUTIVO
Como configurar exportação CSV no API?,PRODUTIVO
Sistema dashboard apresentando erro 500 desde manhã,PRODUTIVO
Urgente: deadline em manhã e {impedimento} bloqueia entrega,PRODUTIVO
Votos de prosperidade e atenção sempre,IMPRODUTIVO
Acompanhamento do chamado #12345 aberto em segunda-feira,PRODUTIVO
Preciso acompanhar andamento de implementação de feature iniciado em semana passada,PRODUTIVO
Que este Ano Novo seja repleto de alegria,IMPRODUTIVO
Parabéns pela gestão participativa que valoriza opinião de todos!,IMPRODUTIVO
Crítico: perda de dados em ERP necessita {acao_imediata},PRODUTIVO
Agradeço imensamente pela cuidado durante consultoria,IMPRODUTIVO
Bloqueador: {funcionalidade_essencial} não funciona,PRODUTIVO
Que este Natal seja de muita {qualidade_vida},IMPRODUTIVO
Sistema não permite cancelamento de notas fiscais já transmitidas.,PRODUTIVO
URGENTE: erro de sincronização impedindo {processo_critico},PRODUTIVO
Preciso urgentemente API REST para migração de dados,PRODUTIVO
Em que etapa está {solicitacao} enviada há esta semana?,PRODUTIVO
Votos de felicidade neste Natal especial,IMPRODUTIVO
Emergência: {integracao_pagamento} com problemas na {evento_vendas},PRODUTIVO
Meu reconhecimento pelo atendimento excepcional,IMPRODUTIVO
Urgente: deadline em ontem e {impedimento} bloqueia entrega,PRODUTIVO
Erro ERR_001 ao tentar gerar relatório no API,PRODUTIVO
Reconheço e agradeço a profissionalismo da equipe,IMPRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
API retornando erro 500 em todas as requisições desde as 14h de hoje.,PRODUTIVO
Que sua {jornada} seja repleta de {beneficios},IMPRODUTIVO
Obrigada por fazer a diferença com cortesia,IMPRODUTIVO
Prioridade máxima: {sistema_core} instável em produção,PRODUTIVO
Acompanhamento do chamado #54321 aberto em segunda-feira,PRODUTIVO
Agradeço imensamente pela cuidado durante implementação,IMPRODUTIVO
Parabéns pela cultura organizacional que promove bem-estar coletivo!,IMPRODUTIVO
Crítico: {falha_seguranca} detectada em {sistema_producao},PRODUTIVO
Feliz Dia do Consumidor! Que foquemos sempre na satisfação total!,IMPRODUTIVO
Sistema não permite importação de planilhas com caracteres especiais.,PRODUTIVO
Obrigada por fazer a diferença com atenção,IMPRODUTIVO
Que você tenha período abençoada,IMPRODUTIVO
Previsão para conclusão de migração de dados em andamento,PRODUTIVO
Felicito a todos pela {conquista_coletiva},IMPRODUTIVO
Atualização sobre resolução de lentidão no sistema crítico,PRODUTIVO
Desejo muito paz em seus projetos,IMPRODUTIVO
Urgente: deadline em 2 horas e {impedimento} bloqueia entrega,PRODUTIVO
Urgente: deadline em esta semana e {impedimento} bloqueia entrega,PRODUTIVO
Que orgulho fazer parte desta comunidade empresarial tão engajada!,IMPRODUTIVO
Votos de prosperidade neste Ano Novo especial,IMPRODUTIVO
Desejo treinamento enriquecedor que amplie competências técnicas!,IMPRODUTIVO
Que este Ano Novo seja de muita {qualidade_vida},IMPRODUTIVO
Muita atenção e prosperidade sempre,IMPRODUTIVO
Parabenizo toda equipe pelo implementação,IMPRODUTIVO
Como configurar alertas de vencimento 30 dias antes das licenças?,PRODUTIVO
Agradeço imensamente pela cortesia durante consultoria,IMPRODUTIVO
Que você tenha fim de semana abençoada,IMPRODUTIVO
